SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_DAYS,DAILY_MEAN,NB_OF_INVOICES
0429KO,2018-01-08,2018-08-31,1332,"168,38",235,5.6680851063829785,35
0429KO,2018-01-09,2018-09-30,1232,"157,29",264,4.666666666666667,35
0429KO,2018-01-10,2018-10-31,1249,"159,35",294,4.2482993197278915,35
0429KO,2018-01-11,2018-11-30,1194,"152,68",323,3.696594427244582,35
0429KO,2018-01-12,2018-12-31,1226,"156,56",353,3.4730878186968837,35
0429KO,2019-01-01,2019-01-31,1222,"171,18",30,40.733333333333334,35
0429KO,2019-01-02,2019-02-28,1105,"155,54",57,19.385964912280702,35
0429KO,2019-01-03,2019-03-31,1227,"171,85",87,14.10344827586207,35
0429KO,2019-01-04,2019-04-30,1212,"169,84",116,10.448275862068966,35
0429KO,2019-01-05,2019-05-31,1266,"177,06",146,8.67123287671233,35
0429KO,2019-01-06,2019-06-30,1300,"181,60",175,7.428571428571429,35
0429KO,2019-01-07,2019-07-31,1341,"187,08",205,6.541463414634146,35
0429KO,2019-01-08,2019-08-31,1362,"189,88",235,5.7957446808510635,35
0429KO,2019-01-09,2019-09-30,1256,"175,72",264,4.757575757575758,35
0429KO,2019-01-10,2019-10-31,1275,"178,26",294,4.336734693877551,35
0429KO,2019-01-11,2019-11-30,1221,"171,04",323,3.780185758513932,35
0429KO,2019-01-12,2019-12-31,1231,"172,38",353,3.4872521246458925,35
0429KO,2020-01-01,2020-01-31,1218,"170,20",30,40.6,35
0429KO,2020-01-02,2020-02-29,1152,"161,46",58,19.862068965517242,35
0429KO,2020-01-03,2020-03-31,1258,"175,50",88,14.295454545454545,35
0429KO,2020-01-04,2020-04-30,1265,"176,43",117,10.811965811965813,35
0429KO,2020-01-05,2020-05-31,1415,"196,30",147,9.625850340136054,35
0429KO,2020-01-06,2020-06-30,1387,"192,59",176,7.880681818181818,35
0429KO,2020-01-07,2020-07-31,1449,"200,80",206,7.033980582524272,35
0429KO,2020-01-08,2020-08-31,1467,"203,19",236,6.216101694915254,35
0429KO,2020-01-09,2020-09-30,1366,"189,81",265,5.154716981132076,35
0429KO,2020-01-10,2020-10-31,1364,"189,54",295,4.623728813559322,35
0429KO,2020-01-11,2020-11-30,1278,"169,30",324,3.9444444444444446,35
0430KO,2018-01-01,2018-12-31,26619,"3 503,79",364,73.12912087912088,24
0430KO,2019-01-01,2019-01-31,3102,"439,25",30,103.4,24
0430KO,2019-01-02,2019-02-28,2830,"402,44",57,49.64912280701754,24
0430KO,2019-01-03,2019-03-31,3110,"423,44",87,35.747126436781606,24
0430KO,2019-01-04,2019-04-30,3021,"411,55",116,26.04310344827586,24
0430KO,2019-01-05,2019-05-31,3128,"425,85",146,21.424657534246574,24
0430KO,2019-01-06,2019-06-30,3069,"417,96",175,17.537142857142857,24
0430KO,2019-01-07,2019-07-31,3172,"431,73",205,15.473170731707317,24
0430KO,2019-01-08,2019-08-31,3173,"431,86",235,13.502127659574468,24
0430KO,2019-01-09,2019-09-30,3063,"417,16",264,11.602272727272727,24
0430KO,2019-01-10,2019-10-31,3162,"430,39",294,10.755102040816327,24
0430KO,2019-01-11,2019-11-30,3095,"421,44",323,9.58204334365325,24
0430KO,2019-01-12,2019-12-31,3764,"510,83",353,10.662889518413598,24
0430KO,2020-01-01,2020-01-31,4096,"551,46",30,136.53333333333333,24
0430KO,2020-01-02,2020-02-29,3827,"515,83",58,65.98275862068965,24
0430KO,2020-01-03,2020-03-31,4164,"560,47",88,47.31818181818182,24
0430KO,2020-01-04,2020-04-30,4073,"548,42",117,34.81196581196581,24
0430KO,2020-01-05,2020-05-31,4234,"569,74",147,28.802721088435373,24
0430KO,2020-01-06,2020-06-30,4109,"553,19",176,23.34659090909091,24
0430KO,2020-01-07,2020-07-31,4266,"573,98",206,20.70873786407767,24
0430KO,2020-01-08,2020-08-31,4288,"576,90",236,18.16949152542373,24
0430KO,2020-01-09,2020-09-30,4133,"556,37",265,15.596226415094339,24
0430KO,2020-01-10,2020-10-31,4199,"565,11",295,14.233898305084745,24
0430KO,2020-01-11,2020-11-30,3749,"505,50",324,11.570987654320987,24
0431KO,2018-01-01,2018-01-31,748,"96,12",30,24.933333333333334,35
0431KO,2018-01-02,2018-02-28,731,"94,07",57,12.824561403508772,35
0431KO,2018-01-03,2018-03-31,738,"94,92",87,8.482758620689655,35
0431KO,2018-01-04,2018-04-30,596,"77,81",116,5.137931034482759,35
0431KO,2018-01-05,2018-05-31,613,"79,86",146,4.198630136986301,35
0431KO,2018-01-06,2018-06-30,597,"77,93",175,3.4114285714285715,35
0431KO,2018-01-07,2018-07-31,641,"83,28",205,3.126829268292683,35
0431KO,2018-01-08,2018-08-31,630,"81,95",235,2.6808510638297873,35
0431KO,2018-01-09,2018-09-30,590,"77,59",264,2.234848484848485,35
0431KO,2018-01-10,2018-10-31,605,"79,41",294,2.057823129251701,35
0431KO,2018-01-11,2018-11-30,1183,"149,55",323,3.6625386996904026,35
0431KO,2018-01-12,2018-12-31,1483,"185,95",353,4.201133144475921,35
0431KO,2019-01-01,2019-01-31,1496,"205,97",30,49.86666666666667,35
0431KO,2019-01-02,2019-02-28,1340,"185,12",57,23.50877192982456,35
0431KO,2019-01-03,2019-03-31,1480,"203,83",87,17.011494252873565,35
0431KO,2019-01-04,2019-04-30,1435,"197,82",116,12.370689655172415,35
0431KO,2019-01-05,2019-05-31,1483,"204,23",146,10.157534246575343,35
0431KO,2019-01-06,2019-06-30,1462,"201,43",175,8.354285714285714,35
0431KO,2019-01-07,2019-07-31,1501,"206,64",205,7.321951219512195,35
0431KO,2019-01-08,2019-08-31,1511,"207,97",235,6.4297872340425535,35
0431KO,2019-01-09,2019-09-30,1446,"199,29",264,5.4772727272727275,35
0431KO,2019-01-10,2019-10-31,1493,"205,57",294,5.078231292517007,35
0431KO,2019-01-11,2019-11-30,1434,"197,68",323,4.439628482972136,35
0431KO,2019-01-12,2019-12-31,1494,"205,70",353,4.232294617563739,35
0431KO,2020-01-01,2020-01-31,1495,"204,86",30,49.833333333333336,35
0431KO,2020-01-02,2020-02-29,1396,"191,74",58,24.06896551724138,35
0431KO,2020-01-03,2020-03-31,1499,"205,39",88,17.03409090909091,35
0431KO,2020-01-04,2020-04-30,1456,"199,69",117,12.444444444444445,35
0431KO,2020-01-05,2020-05-31,1501,"205,65",147,10.210884353741497,35
0431KO,2020-01-06,2020-06-30,1452,"199,16",176,8.25,35
0431KO,2020-01-07,2020-07-31,1513,"207,24",206,7.344660194174757,35
0431KO,2020-01-08,2020-08-31,1522,"208,44",236,6.4491525423728815,35
0431KO,2020-01-09,2020-09-30,1453,"199,29",265,5.483018867924528,35
0431KO,2020-01-10,2020-10-31,1446,"198,37",295,4.901694915254238,35
0431KO,2020-01-11,2020-11-30,1245,"164,93",324,3.8425925925925926,35
0432KO,2018-01-01,2018-01-31,2701,"332,63",30,90.03333333333333,35
0432KO,2018-01-02,2018-02-28,2649,"326,36",57,46.473684210526315,35
0432KO,2018-01-03,2018-03-31,2548,"314,19",87,29.28735632183908,35
0432KO,2018-01-04,2018-04-30,2195,"271,66",116,18.92241379310345,35
0432KO,2018-01-05,2018-05-31,2266,"280,22",146,15.520547945205479,35
0432KO,2018-01-06,2018-06-30,2221,"274,79",175,12.691428571428572,35
0432KO,2018-01-07,2018-07-31,2325,"295,62",205,11.341463414634147,35
0432KO,2018-01-08,2018-08-31,2424,"299,42",235,10.314893617021276,35
0432KO,2018-01-09,2018-09-30,2350,"292,35",264,8.901515151515152,35
0432KO,2018-01-10,2018-10-31,2280,"283,86",294,7.755102040816326,35
0432KO,2018-01-11,2018-11-30,2233,"278,15",323,6.913312693498452,35
0432KO,2018-01-12,2018-12-31,2406,"299,15",353,6.81586402266289,35
0432KO,2019-01-01,2019-01-31,2556,"348,81",30,85.2,35
0432KO,2019-01-02,2019-02-28,2082,"285,48",57,36.526315789473685,35
0432KO,2019-01-03,2019-03-31,2274,"311,13",87,26.137931034482758,35
0432KO,2019-01-04,2019-04-30,2214,"303,11",116,19.086206896551722,35
0432KO,2019-01-05,2019-05-31,2288,"313,00",146,15.67123287671233,35
0432KO,2019-01-06,2019-06-30,2290,"313,27",175,13.085714285714285,35
0432KO,2019-01-07,2019-07-31,2346,"320,75",205,11.44390243902439,35
0432KO,2019-01-08,2019-08-31,2360,"331,95",235,10.042553191489361,35
0432KO,2019-01-09,2019-09-30,2237,"306,19",264,8.473484848484848,35
0432KO,2019-01-10,2019-10-31,2301,"314,74",294,7.826530612244898,35
0432KO,2019-01-11,2019-11-30,2237,"306,19",323,6.925696594427245,35
0432KO,2019-01-12,2019-12-31,2426,"331,44",353,6.872521246458923,35
0432KO,2020-01-01,2020-01-31,2586,"350,75",30,86.2,35
0432KO,2020-01-02,2020-02-29,2163,"294,71",58,37.293103448275865,35
0432KO,2020-01-03,2020-03-31,2279,"310,08",88,25.897727272727273,35
0432KO,2020-01-04,2020-04-30,2149,"292,86",117,18.367521367521366,35
0432KO,2020-01-05,2020-05-31,2199,"299,48",147,14.959183673469388,35
0432KO,2020-01-06,2020-06-30,2134,"290,87",176,12.125,35
0432KO,2020-01-07,2020-07-31,2226,"303,06",206,10.805825242718447,35
0432KO,2020-01-08,2020-08-31,2257,"307,16",236,9.563559322033898,35
0432KO,2020-01-09,2020-09-30,2123,"289,41",265,8.011320754716982,35
0432KO,2020-01-10,2020-10-31,2348,"319,22",295,7.959322033898305,35
0432KO,2020-01-11,2020-11-30,2486,"337,50",324,7.672839506172839,35
0448BB,2018-01-01,2018-01-31,1230,"128,28",30,41.0,35
0448BB,2018-01-02,2018-02-28,1126,"119,51",57,19.75438596491228,35
0448BB,2018-01-03,2018-03-31,1232,"128,48",87,14.160919540229886,35
0448BB,2018-01-04,2018-04-30,1199,"125,70",116,10.336206896551724,35
0448BB,2018-01-05,2018-05-31,1265,"131,34",146,8.664383561643836,35
0448BB,2018-01-06,2018-06-30,1236,"128,82",175,7.062857142857143,35
0448BB,2018-01-07,2018-07-31,1298,"134,15",205,6.331707317073171,35
0448BB,2018-01-08,2018-08-31,1282,"132,82",235,5.45531914893617,35
0448BB,2018-01-09,2018-09-30,1232,"129,56",264,4.666666666666667,35
0448BB,2018-01-10,2018-10-31,1274,"133,12",294,4.333333333333333,35
0448BB,2018-01-11,2018-11-30,1223,"128,77",323,3.7863777089783284,35
0448BB,2018-01-12,2018-12-31,1261,"132,01",353,3.5722379603399435,35
0448BB,2019-01-01,2019-01-31,1248,"129,06",30,41.6,35
0448BB,2019-01-02,2019-02-28,1136,"119,92",57,19.92982456140351,35
0448BB,2019-01-03,2019-03-31,1264,"130,38",87,14.528735632183908,35
0448BB,2019-01-04,2019-04-30,1233,"127,85",116,10.629310344827585,35
0448BB,2019-01-05,2019-05-31,1299,"133,28",146,8.897260273972602,35
0448BB,2019-01-06,2019-06-30,1273,"131,14",175,7.274285714285714,35
0448BB,2019-01-07,2019-07-31,1315,"134,56",205,6.414634146341464,35
0448BB,2019-01-08,2019-08-31,1327,"135,55",235,5.646808510638298,35
0448BB,2019-01-09,2019-09-30,1257,"129,82",264,4.761363636363637,35
0448BB,2019-01-10,2019-10-31,1291,"148,55",294,4.391156462585034,35
0448BB,2019-01-11,2019-11-30,1244,"144,75",323,3.8513931888544892,35
0448BB,2019-01-12,2019-12-31,1282,"148,86",353,3.631728045325779,35
0448BB,2020-01-01,2020-01-31,1267,"175,38",30,42.233333333333334,35
0448BB,2020-01-02,2020-02-29,1193,"166,79",58,20.56896551724138,35
0448BB,2020-01-03,2020-03-31,1307,"179,84",88,14.852272727272727,35
0448BB,2020-01-04,2020-04-30,1289,"177,09",117,11.017094017094017,35
0448BB,2020-01-05,2020-05-31,1326,"181,33",147,9.020408163265307,35
0448BB,2020-01-06,2020-06-30,1293,"177,46",176,7.346590909090909,35
0448BB,2020-01-07,2020-07-31,1351,"184,14",206,6.558252427184466,35
0448BB,2020-01-08,2020-08-31,1359,"184,91",236,5.758474576271187,35
0448BB,2020-01-09,2020-09-30,1293,"177,66",265,4.879245283018868,35
0448BB,2020-01-10,2020-10-31,1336,"182,49",295,4.5288135593220336,35
0448BB,2020-01-11,2020-11-30,1371,"140,39",324,4.231481481481482,35
0449BB,2018-01-01,2018-01-31,2112,"202,65",30,70.4,35
0449BB,2018-01-02,2018-02-28,1906,"185,28",57,33.43859649122807,35
0449BB,2018-01-03,2018-03-31,2059,"198,20",87,23.666666666666668,35
0449BB,2018-01-04,2018-04-30,1998,"193,09",116,17.224137931034484,35
0449BB,2018-01-05,2018-05-31,2087,"200,64",146,14.294520547945206,35
0449BB,2018-01-06,2018-06-30,2029,"195,73",175,11.594285714285714,35
0449BB,2018-01-07,2018-07-31,2106,"202,39",205,10.273170731707317,35
0449BB,2018-01-08,2018-08-31,2097,"201,62",235,8.923404255319149,35
0449BB,2018-01-09,2018-09-30,2022,"196,87",264,7.659090909090909,35
0449BB,2018-01-10,2018-10-31,2067,"200,67",294,7.030612244897959,35
0449BB,2018-01-11,2018-11-30,1994,"194,45",323,6.173374613003096,35
0449BB,2018-01-12,2018-12-31,2079,"201,68",353,5.889518413597734,35
0449BB,2019-01-01,2019-01-31,2091,"197,77",30,69.7,35
0449BB,2019-01-02,2019-02-28,1887,"181,17",57,33.10526315789474,35
0449BB,2019-01-03,2019-03-31,2087,"197,52",87,23.988505747126435,35
0449BB,2019-01-04,2019-04-30,2042,"193,86",116,17.603448275862068,35
0449BB,2019-01-05,2019-05-31,2120,"200,22",146,14.520547945205479,35
0449BB,2019-01-06,2019-06-30,2084,"425,50",175,11.90857142857143,35
0449BB,2019-01-07,2019-07-31,2143,"202,12",205,10.453658536585365,35
0449BB,2019-01-08,2019-08-31,2156,"203,17",235,9.174468085106383,35
0449BB,2019-01-09,2019-09-30,2064,"195,67",264,7.818181818181818,35
0449BB,2019-01-10,2019-10-31,2135,"227,19",294,7.261904761904762,35
0449BB,2019-01-11,2019-11-30,2168,"228,27",323,6.712074303405573,35
0449BB,2019-01-12,2019-12-31,2354,"243,26",353,6.668555240793201,35
0449BB,2020-01-01,2020-01-31,2350,"293,37",30,78.33333333333333,35
0449BB,2020-01-02,2020-02-29,2214,"278,10",58,38.172413793103445,35
0449BB,2020-01-03,2020-03-31,2380,"296,60",88,27.045454545454547,35
0449BB,2020-01-04,2020-04-30,2296,"286,65",117,19.623931623931625,35
0449BB,2020-01-05,2020-05-31,2369,"295,10",147,16.1156462585034,35
0449BB,2020-01-06,2020-06-30,2254,"282,33",176,12.806818181818182,35
0449BB,2020-01-07,2020-07-31,2365,"294,82",206,11.480582524271844,35
0449BB,2020-01-08,2020-08-31,2387,"297,25",236,10.114406779661017,35
0449BB,2020-01-09,2020-09-30,2285,"342,03",265,8.622641509433961,35
0449BB,2020-01-10,2020-10-31,2368,"321,91",295,8.027118644067796,35
0449BB,2020-01-11,2020-11-30,2305,"235,95",324,7.114197530864198,35
0450BB,2018-01-01,2018-01-31,688,"82,51",30,22.933333333333334,35
0450BB,2018-01-02,2018-02-28,635,"78,01",57,11.140350877192983,35
0450BB,2018-01-03,2018-03-31,695,"83,09",87,7.988505747126437,35
0450BB,2018-01-04,2018-04-30,679,"81,78",116,5.853448275862069,35
0450BB,2018-01-05,2018-05-31,737,"86,74",146,5.0479452054794525,35
0450BB,2018-01-06,2018-06-30,719,"85,20",175,4.1085714285714285,35
0450BB,2018-01-07,2018-07-31,749,"87,81",205,3.653658536585366,35
0450BB,2018-01-08,2018-08-31,773,"89,84",235,3.2893617021276595,35
0450BB,2018-01-09,2018-09-30,697,"83,92",264,2.640151515151515,35
0450BB,2018-01-10,2018-10-31,693,"83,53",294,2.357142857142857,35
0450BB,2018-01-11,2018-11-30,663,"80,97",323,2.0526315789473686,35
0450BB,2018-01-12,2018-12-31,680,"82,41",353,1.9263456090651558,35
0450BB,2019-01-01,2019-01-31,700,"84,24",30,23.333333333333332,35
0450BB,2019-01-02,2019-02-28,616,"77,40",57,10.807017543859649,35
0450BB,2019-01-03,2019-03-31,690,"83,44",87,7.931034482758621,35
0450BB,2019-01-04,2019-04-30,697,"84,01",116,6.008620689655173,35
0450BB,2019-01-05,2019-05-31,723,"86,14",146,4.9520547945205475,35
0450BB,2019-01-06,2019-06-30,772,"90,24",175,4.411428571428571,35
0450BB,2019-01-07,2019-07-31,785,"91,28",205,3.8292682926829267,35
0450BB,2019-01-08,2019-08-31,798,"92,34",235,3.3957446808510636,35
0450BB,2019-01-09,2019-09-30,718,"85,75",264,2.7196969696969697,35
0450BB,2019-01-10,2019-10-31,728,"104,52",294,2.4761904761904763,35
0450BB,2019-01-11,2019-11-30,699,"101,55",323,2.1640866873065017,35
0450BB,2019-01-12,2019-12-31,718,"103,89",353,2.0339943342776206,35
0450BB,2020-01-01,2020-01-31,717,"120,05",30,23.9,35
0450BB,2020-01-02,2020-02-29,673,"114,21",58,11.60344827586207,35
0450BB,2020-01-03,2020-03-31,722,"120,30",88,8.204545454545455,35
0450BB,2020-01-04,2020-04-30,707,"117,55",117,6.042735042735043,35
0450BB,2020-01-05,2020-05-31,732,"120,63",147,4.979591836734694,35
0450BB,2020-01-06,2020-06-30,639,"105,83",176,3.6306818181818183,35
0450BB,2020-01-07,2020-07-31,620,"101,70",206,3.0097087378640777,35
0450BB,2020-01-08,2020-08-31,1187,"162,10",236,5.029661016949152,35
0450BB,2020-01-09,2020-09-30,1149,"157,91",265,4.335849056603774,35
0450BB,2020-01-10,2020-10-31,1206,"164,04",295,4.088135593220339,35
0450BB,2020-01-11,2020-11-30,1189,"121,47",324,3.669753086419753,35
0451BB,2018-01-01,2018-01-31,1898,"246,02",30,63.266666666666666,35
0451BB,2018-01-02,2018-02-28,1727,"224,49",57,30.29824561403509,35
0451BB,2018-01-03,2018-03-31,1853,"238,13",87,21.298850574712645,35
0451BB,2018-01-04,2018-04-30,1771,"227,92",116,15.267241379310345,35
0451BB,2018-01-05,2018-05-31,1853,"238,57",146,12.691780821917808,35
0451BB,2018-01-06,2018-06-30,1795,"231,07",175,10.257142857142858,35
0451BB,2018-01-07,2018-07-31,1866,"240,28",205,9.102439024390243,35
0451BB,2018-01-08,2018-08-31,1882,"242,45",235,8.008510638297873,35
0451BB,2018-01-09,2018-09-30,1782,"230,95",264,6.75,35
0451BB,2018-01-10,2018-10-31,1834,"237,23",294,6.238095238095238,35
0451BB,2018-01-11,2018-11-30,1770,"228,92",323,5.479876160990712,35
0451BB,2018-01-12,2018-12-31,1855,"239,87",353,5.254957507082153,35
0451BB,2019-01-01,2019-01-31,1877,"231,37",30,62.56666666666667,35
0451BB,2019-01-02,2019-02-28,1685,"208,54",57,29.56140350877193,35
0451BB,2019-01-03,2019-03-31,1859,"229,48",87,21.367816091954023,35
0451BB,2019-01-04,2019-04-30,1805,"222,89",116,15.560344827586206,35
0451BB,2019-01-05,2019-05-31,1858,"229,21",146,12.726027397260275,35
0451BB,2019-01-06,2019-06-30,1848,"228,53",175,10.56,35
0451BB,2019-01-07,2019-07-31,1901,"234,71",205,9.273170731707317,35
0451BB,2019-01-08,2019-08-31,1922,"237,49",235,8.178723404255319,35
0451BB,2019-01-09,2019-09-30,1816,"224,25",264,6.878787878787879,35
0451BB,2019-01-10,2019-10-31,1881,"231,73",294,6.3979591836734695,35
0451BB,2019-01-11,2019-11-30,1802,"222,47",323,5.578947368421052,35
0451BB,2019-01-12,2019-12-31,1872,"230,86",353,5.303116147308782,35
0451BB,2020-01-01,2020-01-31,1877,"296,17",30,62.56666666666667,35
0451BB,2020-01-02,2020-02-29,1756,"278,21",58,30.275862068965516,35
0451BB,2020-01-03,2020-03-31,1881,"297,65",88,21.375,35
0451BB,2020-01-04,2020-04-30,1829,"289,74",117,15.632478632478632,35
0451BB,2020-01-05,2020-05-31,1878,"297,16",147,12.775510204081632,35
0451BB,2020-01-06,2020-06-30,1821,"288,03",176,10.346590909090908,35
0451BB,2020-01-07,2020-07-31,2032,"316,85",206,9.864077669902912,35
0451BB,2020-01-08,2020-08-31,2251,"344,23",236,9.538135593220339,35
0451BB,2020-01-09,2020-09-30,2146,"354,95",265,8.09811320754717,35
0451BB,2020-01-10,2020-10-31,2213,"347,06",295,7.501694915254237,35
0451BB,2020-01-11,2020-11-30,2166,"299,24",324,6.685185185185185,35
0454BB,2018-01-01,2018-01-31,1052,"140,58",30,35.06666666666667,35
0454BB,2018-01-02,2018-02-28,962,"129,17",57,16.87719298245614,35
0454BB,2018-01-03,2018-03-31,1053,"140,13",87,12.10344827586207,35
0454BB,2018-01-04,2018-04-30,1033,"137,72",116,8.905172413793103,35
0454BB,2018-01-05,2018-05-31,1077,"143,27",146,7.376712328767123,35
0454BB,2018-01-06,2018-06-30,1048,"139,67",175,5.988571428571428,35
0454BB,2018-01-07,2018-07-31,1095,"145,82",205,5.341463414634147,35
0454BB,2018-01-08,2018-08-31,1107,"147,47",235,4.7106382978723405,35
0454BB,2018-01-09,2018-09-30,1064,"142,98",264,4.03030303030303,35
0454BB,2018-01-10,2018-10-31,1073,"143,67",294,3.6496598639455784,35
0454BB,2018-01-11,2018-11-30,1026,"137,70",323,3.176470588235294,35
0454BB,2018-01-12,2018-12-31,1055,"141,26",353,2.988668555240793,35
0454BB,2019-01-01,2019-01-31,1051,"134,95",30,35.03333333333333,35
0454BB,2019-01-02,2019-02-28,950,"122,83",57,16.666666666666668,35
0454BB,2019-01-03,2019-03-31,1052,"135,02",87,12.091954022988507,35
0454BB,2019-01-04,2019-04-30,1024,"131,72",116,8.827586206896552,35
0454BB,2019-01-05,2019-05-31,1062,"136,24",146,7.273972602739726,35
0454BB,2019-01-06,2019-06-30,1082,"126,89",175,6.182857142857143,35
0454BB,2019-01-07,2019-07-31,1087,"139,52",205,5.302439024390244,35
0454BB,2019-01-08,2019-08-31,1093,"140,31",235,4.651063829787234,35
0454BB,2019-01-09,2019-09-30,1033,"132,86",264,3.912878787878788,35
0454BB,2019-01-10,2019-10-31,1062,"136,24",294,3.6122448979591835,35
0454BB,2019-01-11,2019-11-30,1023,"131,58",323,3.1671826625387,35
0454BB,2019-01-12,2019-12-31,1052,"135,02",353,2.9801699716713883,35
0454BB,2020-01-01,2020-01-31,1061,"156,12",30,35.36666666666667,35
0454BB,2020-01-02,2020-02-29,1004,"160,74",58,17.310344827586206,35
0454BB,2020-01-03,2020-03-31,1086,"173,45",88,12.340909090909092,35
0454BB,2020-01-04,2020-04-30,1065,"169,59",117,9.102564102564102,35
0454BB,2020-01-05,2020-05-31,1099,"174,72",147,7.476190476190476,35
0454BB,2020-01-06,2020-06-30,1075,"170,86",176,6.107954545454546,35
0454BB,2020-01-07,2020-07-31,1116,"177,44",206,5.41747572815534,35
0454BB,2020-01-08,2020-08-31,1118,"177,76",236,4.737288135593221,35
0454BB,2020-01-09,2020-09-30,1065,"169,02",265,4.018867924528302,35
0454BB,2020-01-10,2020-10-31,1107,"175,62",295,3.752542372881356,35
0454BB,2020-01-11,2020-11-30,1280,"177,16",324,3.950617283950617,35
0455BB,2018-01-01,2018-01-31,2994,"296,62",30,99.8,35
0455BB,2018-01-02,2018-02-28,2723,"273,75",57,47.771929824561404,35
0455BB,2018-01-03,2018-03-31,2930,"291,26",87,33.67816091954023,35
0455BB,2018-01-04,2018-04-30,2867,"285,98",116,24.71551724137931,35
0455BB,2018-01-05,2018-05-31,2977,"295,28",146,20.39041095890411,35
0455BB,2018-01-06,2018-06-30,2890,"287,94",175,16.514285714285716,35
0455BB,2018-01-07,2018-07-31,3022,"299,33",205,14.741463414634147,35
0455BB,2018-01-08,2018-08-31,3065,"303,04",235,13.042553191489361,35
0455BB,2018-01-09,2018-09-30,2893,"290,67",264,10.958333333333334,35
0455BB,2018-01-10,2018-10-31,2969,"297,08",294,10.098639455782314,35
0455BB,2018-01-11,2018-11-30,2864,"288,14",323,8.86687306501548,35
0455BB,2018-01-12,2018-12-31,2996,"299,35",353,8.487252124645892,35
0455BB,2019-01-01,2019-01-31,3006,"294,14",30,100.2,35
0455BB,2019-01-02,2019-02-28,2704,"269,52",57,47.43859649122807,35
